streetLine,price,hoa,sqFt,pricePerSqFt,lotSize,beds,baths,city,state,zip,postalCode,countryCode,yearBuilt,propertyType,latitude,longitude
Plan 2318 Plan,626490,,2318,270,,4,3.0,Elk Grove,CA,95758,95758,US,,SingleFamilyResidence,38.434943,-121.4123355
Plan 1969 Plan,580990,,1969,295,,4,2.5,Elk Grove,CA,95758,95758,US,,SingleFamilyResidence,38.434943,-121.4123355
Plan 1678 Plan,550990,,1678,328,,4,2.5,Elk Grove,CA,95758,95758,US,,SingleFamilyResidence,38.4349267,-121.4123428
9527 Snowy Springs Cir,698900,,2077,336,10528,4,2.0,Elk Grove,CA,95758,95758,US,,SingleFamilyResidence,38.4116921,-121.3962544
8594 Sona Way,1220000,,4610,265,8146,6,5.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3830122,-121.383571
9487 Berkley Glen Way,925000,,3603,257,7575,6,3.0,Elk Grove,CA,95624,95624,US,2000,SingleFamilyResidence,38.412941000000004,-121.3436868
4860 Ammolite Way,589000,,1657,355,4995,3,2.0,Elk Grove,CA,95757,95757,US,2014,SingleFamilyResidence,38.373545,-121.4474422
8528 Ginzburg Way,726344,,2366,307,,4,2.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3877502,-121.3913258
9644 Apple Mill Dr,749990,,2347,320,5741,5,3.0,Elk Grove,CA,95624,95624,US,2004,SingleFamilyResidence,38.4074883,-121.3459691
9116 Trumbauer Way,640000,28,1706,375,4718,3,2.5,Elk Grove,CA,95758,95758,US,1998,SingleFamilyResidence,38.4258784,-121.4750264
10108 Arches Way,769000,,2724,282,5785,4,3.0,Elk Grove,CA,95757,95757,US,2005,SingleFamilyResidence,38.3904136,-121.4446054
7508 Abbey Cir,655000,173,1569,417,7261,3,2.0,Elk Grove,CA,95757,95757,US,2007,SingleFamilyResidence,38.3965046,-121.4172592
9984 Westminster Way,689000,173,1859,371,5001,3,2.0,Elk Grove,CA,95757,95757,US,2013,SingleFamilyResidence,38.3955099,-121.4142518
9793 Westminster Way,679000,173,1542,440,5306,3,2.0,Elk Grove,CA,95757,95757,US,2008,SingleFamilyResidence,38.3958129,-121.4126458
9867 Cortino Way,1199999,,5099,235,8999,6,4.5,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.3977235,-121.4248393
6105 Pine Vista Way,579999,,1814,320,6199,4,2.0,Elk Grove,CA,95758,95758,US,1988,SingleFamilyResidence,38.4167219,-121.4331409
9675 Eisenbeisz St,508000,,1140,446,8372,2,1.5,Elk Grove,CA,95624,95624,US,1953,SingleFamilyResidence,38.4058324,-121.3584806
The Residences Plan 1 Plan,815845,,3304,247,,4,4.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3799605,-121.4046005
The Residences Plan 2 Plan,914775,,3304,277,,4,3.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3799605,-121.4046005
The Residences Plan 3 Plan,894000,,3304,271,,4,3.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3799605,-121.4046005
8264 Wymark Dr,779000,,2507,311,5985,4,3.0,Elk Grove,CA,95757,95757,US,2013,SingleFamilyResidence,38.4029898,-121.4086167
Plan 2435 Modeled Plan,683990,,2435,281,,4,2.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3899045,-121.3926322
8772 Spring Fern Way,706450,28,2339,302,4838,4,3.0,Elk Grove,CA,95624,95624,US,2025,SingleFamilyResidence,38.4389989,-121.3908216
8770 Bottlebrush Ct,889888,,3288,271,6477,6,3.0,Elk Grove,CA,95624,95624,US,1997,SingleFamilyResidence,38.4416249,-121.377542
7000 Prazzo Way,650000,,1905,341,5624,4,3.0,Elk Grove,CA,95757,95757,US,2002,SingleFamilyResidence,38.3964536,-121.4218411
8616 Brodie Ct,625000,,1896,330,10319,3,2.5,Elk Grove,CA,95624,95624,US,1978,SingleFamilyResidence,38.4112351,-121.385161
3720 Lake Terrace Dr,750000,87,2047,366,11221,4,2.0,Elk Grove,CA,95758,95758,US,1996,SingleFamilyResidence,38.4136959,-121.4612102
9046 Richborough Way,615000,,2161,285,6050,4,3.0,Elk Grove,CA,95624,95624,US,1995,SingleFamilyResidence,38.3915456,-121.3646397
8340 La Cruz Way,969998,,3397,286,7436,5,4.5,Elk Grove,CA,95757,95757,US,2014,SingleFamilyResidence,38.4057986,-121.3977106
10227 Stathos Dr,620000,,1855,334,6582,4,2.0,Elk Grove,CA,95757,95757,US,2003,SingleFamilyResidence,38.3860528,-121.4287212
8759 Winterfest Way,739900,,2382,311,6194,4,3.0,Elk Grove,CA,95624,95624,US,2019,SingleFamilyResidence,38.4397301,-121.3721651
2833 Turnbuckle Cir,600000,124,1596,376,5406,4,2.0,Elk Grove,CA,95758,95758,US,1999,SingleFamilyResidence,38.4074574,-121.4713953
9901 Lorae Way,899000,,3105,290,7214,5,3.0,Elk Grove,CA,95624,95624,US,2019,SingleFamilyResidence,38.3955142,-121.3436012
10176 Al Meraz Dr,772782,,2713,285,,4,2.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3878689,-121.3926456
9241 Harrogate Way,535000,,1322,405,4783,3,2.0,Elk Grove,CA,95758,95758,US,1988,SingleFamilyResidence,38.4203236,-121.4120438
8190 Champart Cir,781860,,2658,294,6000,4,3.0,Elk Grove,CA,95757,95757,US,2025,SingleFamilyResidence,38.3805012,-121.4056355
9217 Pelham Way,830000,,2545,326,8276,5,3.0,Elk Grove,CA,95624,95624,US,1990,SingleFamilyResidence,38.4204395,-121.356452
8016 Poppy Ridge Rd,896215,,3030,296,,5,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.390423,-121.408935
5604 Spring Flower Dr,809990,,3116,260,8490,5,3.0,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.4049415,-121.4384925
6769 Koster Way,499999,,1044,479,4726,2,2.0,Elk Grove,CA,95758,95758,US,1988,SingleFamilyResidence,38.4167664,-121.4254501
6431 Canyon Creek Way,580000,,1543,376,7231,3,2.5,Elk Grove,CA,95758,95758,US,1990,SingleFamilyResidence,38.4268445,-121.4283942
10346 Ashlar Dr,910640,,3215,283,6267,5,3.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3844802,-121.4058616
10301 Lavigne Way,914775,,3304,277,7054,4,3.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3831268,-121.4056549
10350 Ashlar Dr,857050,,2928,293,6267,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3843639,-121.4057123
8187 Craiglee Way,955990,,3636,263,6300,5,4.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3823887,-121.4047948
8617 Allister Way,750000,,2452,306,8359,4,3.0,Elk Grove,CA,95624,95624,US,1990,SingleFamilyResidence,38.4284306,-121.3819754
10183 Sayers Ct,645000,,1660,389,7362,4,2.0,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.387845,-121.4464336
2609 Snowy Egret Way,829000,108,2892,287,6525,5,3.0,Elk Grove,CA,95757,95757,US,2001,SingleFamilyResidence,38.3956984,-121.4757804
5915 Deepdale Way,689000,,2247,307,5654,4,2.5,Elk Grove,CA,95758,95758,US,2000,SingleFamilyResidence,38.4394592,-121.4368294
8538 Spiceberry Way,619900,,1837,337,5576,4,2.0,Elk Grove,CA,95624,95624,US,2000,SingleFamilyResidence,38.449306,-121.3886159
8009 Collins Kenley Way,837352,,2770,302,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.390133,-121.409348
7996 Poppy Ridge Rd,843785,,2790,302,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3904443,-121.4099055
8005 Collins Kenley Way,907066,,3030,299,,5,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.390132,-121.409549
8012 Poppy Ridge Rd,837340,,2770,302,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.390422,-121.409153
9382 Willow Pond Cir,1006666,,2821,357,5200,5,3.0,Elk Grove,CA,95624,95624,US,2003,SingleFamilyResidence,38.4195531,-121.3455044
6341 Shasta Creek Way,539950,,1543,350,5349,3,2.5,Elk Grove,CA,95758,95758,US,1990,SingleFamilyResidence,38.4258511,-121.4295779
8989 Vista Campo Way,506800,,1555,326,3528,3,2.5,Elk Grove,CA,95758,95758,US,1994,SingleFamilyResidence,38.4311333,-121.4247695
9254 Almondwillow,739999,,2606,284,5306,4,3.0,Elk Grove,CA,95624,95624,US,2008,SingleFamilyResidence,38.4221632,-121.3442592
6317 Jefjen Way,770000,,3199,241,5776,5,3.0,Elk Grove,CA,95757,95757,US,2003,SingleFamilyResidence,38.3881798,-121.4297551
8713 Tipton Ct,720000,,1896,380,9348,3,2.5,Elk Grove,CA,95624,95624,US,1980,SingleFamilyResidence,38.4138421,-121.3819241
10128 Wexted Way,635000,,1839,345,7026,3,2.0,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.3907317,-121.4201494
5329 Spring Creek Way,645000,,2267,285,5776,4,3.0,Elk Grove,CA,95758,95758,US,1988,SingleFamilyResidence,38.4218681,-121.4422456
152 Calle Margarita,275000,,1428,193,,3,2.0,Elk Grove,CA,95624,95624,US,,SingleFamilyResidence,38.4030804,-121.3836372
9678 Amber Fields Ct,999000,,3927,254,8529,5,4.5,Elk Grove,CA,95624,95624,US,2003,SingleFamilyResidence,38.4228946,-121.3362478
6104 Pine Vista Way,559999,,1711,327,5828,3,2.0,Elk Grove,CA,95758,95758,US,1988,SingleFamilyResidence,38.416322,-121.4331462
5517 Namath Cir,788888,,2191,360,6321,4,2.5,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.3899463,-121.438662
7629 Ferrell Way,725000,,2063,351,6821,4,2.0,Elk Grove,CA,95757,95757,US,2014,SingleFamilyResidence,38.3931746,-121.4121989
10592 Trill Way,570000,67,1632,349,1760,3,2.5,Elk Grove,CA,95757,95757,US,2021,SingleFamilyResidence,38.3752225,-121.3753586
127 Calle Maria,114900,1100,720,160,,2,1.0,Elk Grove,CA,95624,95624,US,1977,SingleFamilyResidence,38.4037001,-121.3832194
10582 Trill Way,580000,67,1632,355,1760,3,2.5,Elk Grove,CA,95757,95757,US,2021,SingleFamilyResidence,38.375442,-121.375335
9824 Wyland Dr,775000,,3428,226,8285,6,3.0,Elk Grove,CA,95624,95624,US,2006,SingleFamilyResidence,38.4010799,-121.3443741
8942 Mountain Home Ct,669000,,2031,329,10193,4,3.0,Elk Grove,CA,95624,95624,US,1984,SingleFamilyResidence,38.3878636,-121.3689803
7609 Chatsworth Cir,709000,173,2066,343,6011,2,2.0,Elk Grove,CA,95757,95757,US,2008,SingleFamilyResidence,38.3953259,-121.4159042
10289 Madeira Ranch Dr,999990,349,4001,250,7080,4,3.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3831821,-121.3874687
9569 Sheldon Rd,949000,,2045,464,109336,4,2.5,Elk Grove,CA,95624,95624,US,1983,SingleFamilyResidence,38.4414405,-121.3408606
8949 Four Seasons Dr,605000,,1820,332,7479,4,2.0,Elk Grove,CA,95624,95624,US,1996,SingleFamilyResidence,38.4422549,-121.3692151
Plan 12 Chandler Plan,899990,,3779,238,,4,3.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3843051,-121.390904
7420 Netherbury Ct,575000,173,1371,419,5188,2,2.0,Elk Grove,CA,95757,95757,US,2010,SingleFamilyResidence,38.3996277,-121.4164003
8728 Halverson Dr,540000,,1554,347,5663,3,2.0,Elk Grove,CA,95624,95624,US,1972,SingleFamilyResidence,38.4192524,-121.3781003
4874 Saint Augustine Dr,1099000,8,2768,397,14950,3,2.5,Elk Grove,CA,95758,95758,US,1972,SingleFamilyResidence,38.4126785,-121.4458478
8946 White Star Way,699000,,2442,286,5968,4,2.5,Elk Grove,CA,95758,95758,US,1991,SingleFamilyResidence,38.4326724,-121.4277419
9526 Soaring Oaks Dr,609000,,1801,338,6708,4,2.0,Elk Grove,CA,95758,95758,US,1990,SingleFamilyResidence,38.4139018,-121.4133401
9917 Falcon Meadow Dr,579900,,1645,353,7379,3,2.0,Elk Grove,CA,95624,95624,US,1984,SingleFamilyResidence,38.397736,-121.3615528
10149 Clairina Way,920000,,3753,245,6212,5,3.0,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.3872138,-121.4353846
9267 Lamprey Dr,619900,,1916,324,5776,3,2.0,Elk Grove,CA,95624,95624,US,2005,SingleFamilyResidence,38.421079,-121.3739221
7410 Barcella Dr,929990,,3767,247,7748,5,3.5,Elk Grove,CA,95757,95757,US,2013,SingleFamilyResidence,38.4024919,-121.416365
10244 Kilo Way,849990,,3031,280,,5,4.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3852249,-121.3935728
9752 Caneria Way,899000,,3846,234,5880,6,4.0,Elk Grove,CA,95757,95757,US,2008,SingleFamilyResidence,38.4033732,-121.416271
8012 Spiess Ct,730000,,2038,358,7536,4,2.0,Elk Grove,CA,95757,95757,US,2012,SingleFamilyResidence,38.400738,-121.4090846
10152 Al Meraz Dr,695664,,2168,321,5506,3,2.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3887486,-121.3927097
7804 Barnsley,699000,173,1859,376,5001,3,2.0,Elk Grove,CA,95757,95757,US,2008,SingleFamilyResidence,38.3955857,-121.4120471
9700 Gamay Way,488000,,1064,459,6325,3,2.0,Elk Grove,CA,95624,95624,US,1972,SingleFamilyResidence,38.4053687,-121.3560617
10240 Kilo Way,749990,,2577,291,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3853755,-121.3935691
9175 Porto Bella Way,739900,,2185,339,12031,4,2.5,Elk Grove,CA,95624,95624,US,1994,SingleFamilyResidence,38.4115951,-121.3573827
8268 Artemis Dr,628505,,1738,362,5409,3,2.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3800787,-121.3960353
8354 Luan Way,637842,,1824,350,4832,4,2.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3800008,-121.3969931
10308 Evangaline Way,759000,,2344,324,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3840299,-121.381603
10249 Sutara Way,759000,,2344,324,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3850262,-121.3865153
8426 Crystal Walk Cir,455000,202,1495,304,1051,3,2.5,Elk Grove,CA,95758,95758,US,2006,SingleFamilyResidence,38.41778,-121.4070504
9316 Feickert Dr,679900,,2206,308,7841,4,3.0,Elk Grove,CA,95624,95624,US,1984,SingleFamilyResidence,38.418324,-121.3889065
7475 Whitmore St,499000,,1385,360,4500,3,2.0,Elk Grove,CA,95758,95758,US,2000,SingleFamilyResidence,38.4444363,-121.4152693
2009 Yarnell Way,669000,29,2501,267,5249,4,2.5,Elk Grove,CA,95758,95758,US,2001,SingleFamilyResidence,38.4185099,-121.4848131
10247 Ramy Cir,616766,,1550,398,4725,3,2.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3883678,-121.3935499
Plan 4 Arrow Plan,776990,,3032,256,,4,3.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3834395,-121.3960374
Plan 3 Brooklyn Plan,751990,,2783,270,,3,2.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3834395,-121.3960374
Plan 2 Hadley Plan,691990,,2260,306,,3,2.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3834395,-121.3960374
Plan 5 Jaxon Plan,817990,,3291,249,,4,2.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3834395,-121.3960374
10478 Giannis Ct,850311,,3291,258,,5,3.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.399017333984375,-121.4291000366211
Plan 1 Dylan Plan,659990,,1889,349,,3,2.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3834395,-121.3960374
10233 Sutara Way,749000,,2266,331,,2,2.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3856335,-121.3864967
10241 Sutara Way,759000,,2321,327,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3853208,-121.3865091
10487 Giannis Ct,845986,,2783,304,,4,3.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.399017333984375,-121.4291000366211
9887 Ted Kolb Way,799000,,2620,305,6599,4,3.0,Elk Grove,CA,95624,95624,US,2021,SingleFamilyResidence,38.3978214,-121.3429974
6621 Taranto Ct,1195000,,4337,276,9078,5,4.0,Elk Grove,CA,95757,95757,US,2003,SingleFamilyResidence,38.3975795,-121.4256071
8512 Ginzburg Way,774542,,2551,304,,5,2.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3880844,-121.390853
8524 Ginzburg Way,720650,,2002,360,,3,2.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3877495,-121.3911334
9065 Virginia Fife Way,799900,,3535,226,6050,5,3.0,Elk Grove,CA,95624,95624,US,2007,SingleFamilyResidence,38.4217427,-121.3653807
9145 Amling Ct,726750,,2142,339,,4,3.0,Elk Grove,CA,95624,95624,US,2024,SingleFamilyResidence,38.4301354,-121.359705
8701 E Stockton Blvd,1399000,,1776,788,71438,4,2.0,Elk Grove,CA,95624,95624,US,1950,Accommodation,38.4421762,-121.4026315
10197 N Solvita Way,612152,,1552,394,4275,3,2.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3868029,-121.3977555
6905 Canton Ct,799000,,3045,262,7475,4,3.0,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.4077982,-121.4233531
8468 Hito Way,589000,,1785,330,,2,2.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3843232,-121.3896641
10249 Namid Way,619000,,1960,316,,3,2.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3849221,-121.3892456
10246 Deva Way,659000,,1960,336,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3850387,-121.3889215
8472 Hito Way,609000,,1958,311,,3,2.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3843267,-121.3895132
8476 W Stockton Blvd #47,219900,,1098,200,,2,2.0,Elk Grove,CA,95758,95758,US,2015,SingleFamilyResidence,38.4495174,-121.4087038
10320 Evangaline Way,569000,,1644,346,,2,2.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3844028,-121.3811007
8484 Hito Way,579000,,1644,352,,2,2.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3843313,-121.3890371
5625 Prairie Dawn Way,848000,,2935,289,7370,6,3.0,Elk Grove,CA,95757,95757,US,2003,SingleFamilyResidence,38.4046866,-121.4378888
8781 Spring Fern Way,734185,28,2486,295,6615,4,3.0,Elk Grove,CA,95624,95624,US,2025,SingleFamilyResidence,38.4386875,-121.3903038
8775 Marygold Way,656490,28,2769,237,4830,3,2.5,Elk Grove,CA,95624,95624,US,2024,SingleFamilyResidence,38.4389418,-121.3894319
9058 Elliott Springs Dr,779950,,2285,341,,4,3.0,Elk Grove,CA,95624,95624,US,2024,SingleFamilyResidence,38.4293128,-121.3591709
9416 Lyndley Plaza Way,860000,,3389,254,6906,4,3.0,Elk Grove,CA,95624,95624,US,2002,SingleFamilyResidence,38.4146038,-121.3471012
8660 Spring House Way,649500,,1993,326,5388,4,2.5,Elk Grove,CA,95624,95624,US,1996,SingleFamilyResidence,38.4447823,-121.3743028
6809 Vilamoura Way,750000,,2632,285,6299,4,3.0,Elk Grove,CA,95757,95757,US,2006,SingleFamilyResidence,38.3879415,-121.4239843
10137 Bond Rd,1695000,,3352,506,222592,5,4.0,Elk Grove,CA,95624,95624,US,1985,SingleFamilyResidence,38.4265793,-121.3145004
8336 Cantwell Dr,715000,,2382,300,5200,5,3.0,Elk Grove,CA,95624,95624,US,2002,SingleFamilyResidence,38.436111,-121.3963499
8843 Prelude Way,775000,,2667,291,7109,4,3.0,Elk Grove,CA,95757,95757,US,2020,SingleFamilyResidence,38.3768021,-121.3757573
4717 Careyback Ave,614900,,1974,311,6037,4,2.5,Elk Grove,CA,95758,95758,US,1989,SingleFamilyResidence,38.4310695,-121.448729
5159 Laguna Park Dr,639990,,2401,267,7356,4,3.0,Elk Grove,CA,95758,95758,US,1988,SingleFamilyResidence,38.4304265,-121.4420713
3619 Lake Terrace Dr,874990,87,2880,304,8446,5,3.0,Elk Grove,CA,95758,95758,US,1996,SingleFamilyResidence,38.4151496,-121.4616546
8158 Wildcrest Way,816990,,2272,360,6971,4,3.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3884266,-121.4056883
10108 Blue Whale Way,805190,,2450,329,6551,4,3.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3901177,-121.4083012
10138 Cosby Way,765000,,2793,274,7044,4,3.0,Elk Grove,CA,95757,95757,US,2020,SingleFamilyResidence,38.3896032,-121.4140322
5201 Laguna Oaks Dr #12,337500,262,722,467,,1,1.0,Elk Grove,CA,95758,95758,US,1999,SingleFamilyResidence,38.422976,-121.4435147
8685 E Stockton Blvd,848000,,1116,760,31799,2,1.0,Elk Grove,CA,95624,95624,US,,SingleFamilyResidence,38.4425171,-121.4028267
10304 Evangaline Way,709000,,2143,331,,2,2.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.384047,-121.3818155
7951 Marla Way,615000,,1646,374,7750,3,2.0,Elk Grove,CA,95758,95758,US,2003,SingleFamilyResidence,38.4501645,-121.4080974
8321 Lake Willow Way,650000,,1905,341,5754,4,3.0,Elk Grove,CA,95758,95758,US,2000,SingleFamilyResidence,38.4286112,-121.3993821
5505 Rowser Way,1024888,,4098,250,7475,5,3.5,Elk Grove,CA,95757,95757,US,2005,SingleFamilyResidence,38.3801546,-121.4394281
9431 Havenview Way,774500,,2914,266,6338,5,3.0,Elk Grove,CA,95624,95624,US,2000,SingleFamilyResidence,38.4152793,-121.3463743
9530 Newington Way,708000,,2270,312,6569,4,3.0,Elk Grove,CA,95758,95758,US,1989,SingleFamilyResidence,38.4133174,-121.4247583
9235 Delair Way,599000,59,1483,404,4321,3,2.0,Elk Grove,CA,95758,95758,US,1993,SingleFamilyResidence,38.4220336,-121.4577852
9832 Burrowing Owl Way,745000,113,2716,274,5776,5,3.5,Elk Grove,CA,95757,95757,US,2001,SingleFamilyResidence,38.3999538,-121.4800254
10366 Adhlar Dr,871620,,2928,298,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3837937,-121.4053499
The Bungalow Plan 1 Plan,788745,,2220,355,,3,2.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3836267,-121.4082615
10374 Ashlar Dr,785585,,2658,296,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3834691,-121.4052911
The Cottages Plan 4 Plan,781860,,2658,294,,4,3.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3836267,-121.4082615
The Cottages Plan 2 Plan,724605,,2141,338,,3,2.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3836267,-121.4082615
The Bungalow Plan 3 Plan,910640,,3304,276,,4,3.5,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3836267,-121.4082615
10394 Ashlar Dr,921119,,3304,279,,4,3.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3826768,-121.4048495
The Bungalow Plan 2 Plan,857050,,2928,293,,4,3.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3836267,-121.4082615
8190 Chapmart Cir,781860,,2658,294,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.383628845214844,-121.41313171386719
8182 Champart Cir,710939,,2339,304,,4,3.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.380227,-121.4056203
The Cottages Plan 3 Plan,756000,,2339,323,,4,3.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3836267,-121.4082615
The Cottages Plan 1 Plan,692960,,1953,355,,3,3.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3836267,-121.4082615
10362 Ashlar Dr,788745,,2200,359,,3,2.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3839491,-121.4054154
8194 Champart Cir,724605,,2141,338,5250,3,2.5,Elk Grove,CA,95757,95757,US,2025,SingleFamilyResidence,38.3806501,-121.4056375
8725 Goldy Glen Way,689900,,2707,255,6425,5,2.5,Elk Grove,CA,95624,95624,US,1994,SingleFamilyResidence,38.4349976,-121.379239
8612 Yari Way,899990,,3132,287,,4,3.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3835809,-121.382365
