streetLine,price,hoa,sqFt,pricePerSqFt,lotSize,beds,baths,city,state,zip,postalCode,countryCode,yearBuilt,propertyType,latitude,longitude
2865 Olive St,450000,,1053,427,7500,3,2.0,Denver,CO,80207,80207,US,1949,SingleFamilyResidence,39.7577389,-104.9072703
9350 E Girard Ave #10,235000,331,1004,234,,2,2.0,Denver,CO,80231,80231,US,1969,SingleFamilyResidence,39.6534848,-104.8792601
1470 S Winona Way,525000,,1634,321,5930,3,2.0,Denver,CO,80219,80219,US,1954,SingleFamilyResidence,39.690208,-105.0468436
1630 S Milwaukee St,2258000,,4905,460,6250,5,5.0,Denver,CO,80210,80210,US,2016,SingleFamilyResidence,39.686964,-104.9521292
4261 Julian St,875000,,2582,339,6250,5,2.0,Denver,CO,80211,80211,US,1927,SingleFamilyResidence,39.7760242,-105.0314275
460 S Marion Pkwy #702,350000,565,768,456,,1,1.0,Denver,CO,80209,80209,US,1971,SingleFamilyResidence,39.7086165,-104.9718196
801 N Pennsylvania St #405,239000,623,702,340,435,2,1.0,Denver,CO,80203,80203,US,1966,SingleFamilyResidence,39.7292617,-104.981506
142 Jackson St,565000,328,902,626,,2,2.0,Denver,CO,80206,80206,US,1983,SingleFamilyResidence,39.71862,-104.942198
4896 S Johnson St,550000,,1544,356,7950,2,2.0,Littleton,CO,80123,80123,US,1982,SingleFamilyResidence,39.6278419,-105.1088204
1700 Bassett St #1008,775000,731,1047,740,,1,1.0,Denver,CO,80202,80202,US,2005,SingleFamilyResidence,39.7563619,-105.0031001
7474 E Arkansas Ave Unit 27-02,405000,350,2032,199,871,3,3.0,Denver,CO,80231,80231,US,1985,SingleFamilyResidence,39.6903232,-104.9023536
365 Yates St,475000,,964,493,6350,3,1.0,Denver,CO,80219,80219,US,1954,SingleFamilyResidence,39.721785,-105.0511802
2685 S Dayton Way #244,429000,341,2002,214,1020,2,2.0,Denver,CO,80231,80231,US,1983,SingleFamilyResidence,39.6675899,-104.875246
100 Detroit St #102,2500000,2160,1693,1477,,2,2.0,Denver,CO,80206,80206,US,2016,SingleFamilyResidence,39.7186234,-104.9542705
2092 S Xenia Way,385000,549,1927,200,871,2,3.0,Denver,CO,80231,80231,US,1993,SingleFamilyResidence,39.6786893,-104.8854367
1763 N Williams St #201,364000,228,498,731,6098,1,1.0,Denver,CO,80218,80218,US,2024,SingleFamilyResidence,39.7444509,-104.9663352
1621 Hopkins Dr,565000,,2420,233,9800,4,3.0,Denver,CO,80229,80229,US,1958,SingleFamilyResidence,39.8521627,-104.9679113
1901 S Lafayette St,697500,,1608,434,6098,3,2.0,Denver,CO,80210,80210,US,1940,SingleFamilyResidence,39.6819901,-104.9713318
4441 E Montana Pl,620000,,2042,304,6098,5,3.0,Denver,CO,80222,80222,US,1954,SingleFamilyResidence,39.6852026,-104.9357903
9422 E Louisiana Ave,540000,143,1846,293,3049,3,3.0,Denver,CO,80247,80247,US,1998,SingleFamilyResidence,39.6930275,-104.8787423
139 S Hooker St,570000,,1761,324,6250,4,2.0,Denver,CO,80219,80219,US,1928,SingleFamilyResidence,39.7141258,-105.029099
1763 N Williams St #202,389000,257,563,691,6098,1,1.0,Denver,CO,80218,80218,US,2024,SingleFamilyResidence,39.7444509,-104.9663352
5091 Elm Ct,675000,,1439,469,6250,3,2.0,Denver,CO,80221,80221,US,1941,SingleFamilyResidence,39.7890899,-105.0231031
5521 Carson St,475000,,1936,245,6650,5,2.0,Denver,CO,80239,80239,US,1971,SingleFamilyResidence,39.7942291,-104.821565
655 N Humboldt St,2765000,,4901,564,7810,5,4.0,Denver,CO,80218,80218,US,1905,SingleFamilyResidence,39.7265469,-104.9697215
21227 E 49th Pl,515000,,2278,226,6891,3,2.0,Denver,CO,80249,80249,US,2003,SingleFamilyResidence,39.7845768,-104.7398641
5300 E Cherry Creek South Dr #116,225000,366,697,323,,1,1.0,Denver,CO,80246,80246,US,1973,SingleFamilyResidence,39.6971373,-104.9277904
964 Quitman St,1149000,,2757,417,2925,4,4.0,Denver,CO,80204,80204,US,2024,SingleFamilyResidence,39.7327108,-105.0403502
1050 N Lafayette St #408,425000,626,918,463,,2,2.0,Denver,CO,80218,80218,US,1968,SingleFamilyResidence,39.7329201,-104.9703513
334 S Lincoln St,775000,,1479,524,4500,3,2.0,Denver,CO,80209,80209,US,1897,SingleFamilyResidence,39.7104787,-104.9861172
555 E 10th Ave #15,229000,395,695,329,,1,1.0,Denver,CO,80203,80203,US,1968,SingleFamilyResidence,39.7325827,-104.9800433
960 Quitman St,1149000,,2757,417,2925,4,4.0,Denver,CO,80204,80204,US,2024,SingleFamilyResidence,39.7326772,-105.0403382
2010 Irving St,2495000,,4352,573,7670,4,5.0,Denver,CO,80211,80211,US,2024,SingleFamilyResidence,39.7478761,-105.0296424
1738 W 39th Ave,1495000,,3568,419,5900,4,5.0,Denver,CO,80211,80211,US,2024,SingleFamilyResidence,39.7703171,-105.0073142
3150 N Fillmore St,625000,,1646,380,6900,3,2.0,Denver,CO,80205,80205,US,1945,SingleFamilyResidence,39.7616656,-104.9533522
3890 N Cook St,1149000,,2370,485,6299,4,4.0,Denver,CO,80205,80205,US,2024,SingleFamilyResidence,39.7707819,-104.947248
940 N Ogden St,550000,,1839,299,3130,3,1.0,Denver,CO,80218,80218,US,1906,SingleFamilyResidence,39.731256,-104.974931
8326 Conifer Rd,399000,,2050,195,8400,3,1.0,Denver,CO,80221,80221,US,1963,SingleFamilyResidence,39.8476602,-104.9894122
2151 Poplar St,589900,,1490,396,7150,3,2.0,Denver,CO,80207,80207,US,1950,SingleFamilyResidence,39.7495414,-104.9049628
891 14th St #1202,649900,604,1041,624,,2,2.0,Denver,CO,80202,80202,US,2009,SingleFamilyResidence,39.7448735,-104.9955682
956 S Ogden St,1799000,,3308,544,4750,4,4.0,Denver,CO,80209,80209,US,1911,SingleFamilyResidence,39.6991914,-104.9754765
21897 E 44th Pl,450000,118,1465,307,3071,3,3.0,Aurora,CO,80019,80019,US,2021,SingleFamilyResidence,39.777489,-104.732031
4485 Pennsylvania St,385000,,668,576,4690,2,1.0,Denver,CO,80216,80216,US,1886,SingleFamilyResidence,39.7780033,-104.9815279
2312 S Delaware St #2,435000,100,756,575,,1,2.0,Denver,CO,80223,80223,US,2024,SingleFamilyResidence,39.6746071,-104.9919065
2922 W 21st Ave,405000,,724,559,2415,2,1.0,Denver,CO,80211,80211,US,1956,SingleFamilyResidence,39.7486054,-105.0243283
2175 Julian St,1200000,,2424,495,,4,4.0,Denver,CO,80211,80211,US,2017,SingleFamilyResidence,39.7495895,-105.0318576
718 Locust St,1700000,,3960,429,5850,4,5.0,Denver,CO,80220,80220,US,1949,SingleFamilyResidence,39.7272851,-104.9137109
970 S Canosa Ct,515000,,884,583,7980,3,2.0,Denver,CO,80219,80219,US,1954,SingleFamilyResidence,39.699283,-105.0189917
2591 S Bannock St,1150000,,2640,436,3125,3,4.0,Denver,CO,80223,80223,US,2024,SingleFamilyResidence,39.6697565,-104.9901682
2126 N Clay St,719000,287,1404,512,,3,2.0,Denver,CO,80211,80211,US,2013,SingleFamilyResidence,39.7492937,-105.019952
8220 E 36th Ave #25,675000,419,1786,378,,2,3.0,Denver,CO,80238,80238,US,2024,SingleFamilyResidence,39.7671006,-104.8918282
4673 S Lowell Blvd,369900,388,1755,211,,3,3.0,Denver,CO,80236,80236,US,1973,SingleFamilyResidence,39.6333091,-105.035779
4930 E Ellsworth Ave,2750000,,3753,733,6250,5,5.0,Denver,CO,80246,80246,US,1958,SingleFamilyResidence,39.7160708,-104.9296666
1288 Raleigh St,775000,,1772,437,2037,2,3.0,Denver,CO,80204,80204,US,2017,SingleFamilyResidence,39.7364958,-105.0413427
815 Perry St,525000,,945,556,6270,3,2.0,Denver,CO,80204,80204,US,1949,SingleFamilyResidence,39.7297928,-105.0397671
2575 S Lincoln St,640000,,1660,386,6250,3,1.0,Denver,CO,80210,80210,US,1922,SingleFamilyResidence,39.6699116,-104.9866125
3834 N Stuart St,695000,,1368,508,4750,2,1.0,Denver,CO,80212,80212,US,1906,SingleFamilyResidence,39.7701081,-105.0426467
2734 Bannock St S,980000,,3230,303,3126,5,4.0,Englewood,CO,80110,80110,US,2023,SingleFamilyResidence,39.6670516,-104.9897634
7755 E Quincy Ave Unit 105A4,215000,467,959,224,,2,1.0,Denver,CO,80237,80237,US,1972,SingleFamilyResidence,39.6394349,-104.8984358
3426 S Stuart St,649900,,2266,287,8180,5,3.0,Denver,CO,80236,80236,US,1957,SingleFamilyResidence,39.6551658,-105.0424007
1727 N Pearl St #105,449500,405,1197,376,,2,2.0,Denver,CO,80203,80203,US,1999,SingleFamilyResidence,39.743885,-104.980216
1435 Wazee St #503,715000,511,1328,538,,2,2.0,Denver,CO,80202,80202,US,1928,SingleFamilyResidence,39.7498729,-105.0023012
1499 Blake St Unit 5I,640000,778,1093,586,,2,1.0,Denver,CO,80202,80202,US,1997,SingleFamilyResidence,39.7494168,-105.0011682
1821 N Grove St,959000,,2186,439,1562,3,4.0,Denver,CO,80204,80204,US,2024,SingleFamilyResidence,39.745728,-105.027061
1823 Grove St,979000,,2238,437,1562,3,4.0,Denver,CO,80204,80204,US,2024,SingleFamilyResidence,39.74580826,-105.02732685
4849 Halifax Ct,550000,,2300,239,4038,4,3.0,Denver,CO,80249,80249,US,2016,SingleFamilyResidence,39.7854136,-104.7558942
2968 Birch St,965000,,2492,387,6098,4,2.0,Denver,CO,80207,80207,US,1927,SingleFamilyResidence,39.7595976,-104.9358631
2862 S Otis,629000,,1848,340,8570,4,2.0,Denver,CO,80227,80227,US,1965,SingleFamilyResidence,39.6634704,-105.0708938
3201 Albion St,525000,,1142,460,4766,3,2.0,Denver,CO,80207,80207,US,1939,SingleFamilyResidence,39.7621997,-104.9396839
3203 Albion St,540000,,1442,374,5466,3,2.0,Denver,CO,80207,80207,US,1939,SingleFamilyResidence,39.7623063,-104.939554
4025 E Martin Luther King Blvd,325000,,628,518,1905,1,1.0,Denver,CO,80207,80207,US,1939,SingleFamilyResidence,39.7621659,-104.9397429
5128 W 26th Ave #313,780000,,1485,525,,2,3.0,Denver,CO,80212,80212,US,2024,SingleFamilyResidence,39.7546124,-105.0528875
493 S Lincoln St,550000,,1177,467,2588,2,1.0,Denver,CO,80209,80209,US,1907,SingleFamilyResidence,39.7076561,-104.9866117
2717 S Cook St,675000,,1065,634,5930,2,2.0,Denver,CO,80210,80210,US,1952,SingleFamilyResidence,39.667168,-104.948053
2860 S Hudson St,725000,,2184,332,8270,4,3.0,Denver,CO,80222,80222,US,1955,SingleFamilyResidence,39.6659955,-104.9230296
1125 S Raritan St,300000,,1479,203,,3,3.0,Denver,CO,80223,80223,US,1954,SingleFamilyResidence,39.6960576,-105.008966
4747 Shoshone St,785000,,1745,450,7810,4,2.0,Denver,CO,80211,80211,US,1947,SingleFamilyResidence,39.7822245,-105.0098716
1811 S Quebec Way #155,335000,331,1298,258,638,2,2.0,Denver,CO,80231,80231,US,1983,SingleFamilyResidence,39.6835519,-104.8932385
1323 Elati St #3,750000,280,1528,491,,3,3.0,Denver,CO,80204,80204,US,2016,SingleFamilyResidence,39.7373766,-104.9944315
7907 York St #3,300000,298,968,310,,3,1.0,Denver,CO,80229,80229,US,1981,SingleFamilyResidence,39.8401649,-104.9601733
2234 Spruce St,765000,255,2458,311,3487,3,3.0,Denver,CO,80238,80238,US,2012,SingleFamilyResidence,39.7496164,-104.8965819
9150 E Center Ave Unit 12B,220000,557,945,233,,2,1.0,Denver,CO,80247,80247,US,1968,SingleFamilyResidence,39.705776,-104.8827699
1815 W 40th Ave,1225000,,2766,443,4220,3,4.0,Denver,CO,80211,80211,US,2016,SingleFamilyResidence,39.7718838,-105.0084449
2851 W 52nd Ave #303,395000,281,776,509,,1,1.0,Denver,CO,80221,80221,US,2020,SingleFamilyResidence,39.7912304,-105.0229472
4438 Bryant St,849500,,1620,524,4690,3,2.0,Denver,CO,80211,80211,US,1907,SingleFamilyResidence,39.7773721,-105.0191213
8500 E Jefferson Ave Unit 13F,295000,260,886,333,,2,1.0,Denver,CO,80237,80237,US,1984,SingleFamilyResidence,39.6501709,-104.890747
19046 E 57th Pl Unit A,375000,237,1284,292,,3,2.0,Denver,CO,80249,80249,US,2004,SingleFamilyResidence,39.8006746,-104.7656016
8052 E 33rd Ave,1799000,48,4847,371,6175,6,6.0,Denver,CO,80238,80238,US,2012,SingleFamilyResidence,39.762503,-104.895187
359 Cherokee St,399000,,1001,399,1742,2,1.0,Denver,CO,80223,80223,US,1890,SingleFamilyResidence,39.7220419,-104.9923502
2543 Stout St,725000,,1499,484,2755,3,2.0,Denver,CO,80205,80205,US,1891,SingleFamilyResidence,39.7549783,-104.9816868
3903 W Nevada Pl,345000,,464,744,1980,2,1.0,Denver,CO,80219,80219,US,2017,SingleFamilyResidence,39.7106232,-105.0386985
4110 Hale Pkwy Unit 1J,210000,329,597,352,,1,1.0,Denver,CO,80220,80220,US,1972,SingleFamilyResidence,39.7341195,-104.9393092
5569 Killarney St,525000,,2376,221,4538,3,3.0,Denver,CO,80239,80239,US,2010,SingleFamilyResidence,39.7975117,-104.7480899
6692 E Center Ave,850000,,3714,229,10300,5,3.0,Denver,CO,80224,80224,US,1973,SingleFamilyResidence,39.7050057,-104.9103047
4685 Elm Ct,829000,,1930,430,6250,4,4.0,Denver,CO,80211,80211,US,1933,SingleFamilyResidence,39.7817601,-105.0230592
2441 Niagara St,599000,,1148,522,6960,3,2.0,Denver,CO,80207,80207,US,1947,SingleFamilyResidence,39.7529511,-104.9108169
19535 Robins Dr,465000,30,1509,308,3220,3,3.0,Denver,CO,80249,80249,US,2005,SingleFamilyResidence,39.7969404,-104.7597113
9195 E Lehigh Ave #128,285000,288,860,331,,2,1.0,Denver,CO,80237,80237,US,1973,SingleFamilyResidence,39.648669,-104.8817613
891 14th St #3504,539000,500,816,661,,1,1.0,Denver,CO,80202,80202,US,2009,SingleFamilyResidence,39.7448735,-104.9955682
7375 E Quincy Ave #201,238000,547,952,250,,2,2.0,Denver,CO,80237,80237,US,1971,SingleFamilyResidence,39.6392731,-104.9031006
5715 Hanover St,628500,48,1740,361,,3,3.0,Denver,CO,80238,80238,US,2019,SingleFamilyResidence,39.8003484,-104.8668755
2809 Welton St,840000,,1701,494,2750,3,3.0,Denver,CO,80205,80205,US,1891,SingleFamilyResidence,39.7560612,-104.9767558
3127 W 28th Ave #3,375000,398,618,607,,2,1.0,Denver,CO,80211,80211,US,1896,SingleFamilyResidence,39.7574445,-105.0273699
5196 E Asbury Ave,379000,380,828,458,,2,1.0,Denver,CO,80222,80222,US,1960,SingleFamilyResidence,39.6802399,-104.9268622
3550 Eudora St,889900,,3266,272,6350,4,3.0,Denver,CO,80207,80207,US,1954,SingleFamilyResidence,39.7667061,-104.9302386
1571 Hooker St,525000,,1979,265,,3,2.0,Denver,CO,80204,80204,US,1922,SingleFamilyResidence,39.7419836,-105.0286881
1011 S Valentia St #50,749900,450,3208,234,4994,4,4.0,Denver,CO,80247,80247,US,1998,SingleFamilyResidence,39.6998281,-104.893238
1640 N Downing St #103,420000,320,674,623,,2,1.0,Denver,CO,80218,80218,US,1901,SingleFamilyResidence,39.7425185,-104.9730661
1150 S Garfield St,1895000,,4471,424,6220,6,4.0,Denver,CO,80210,80210,US,2017,SingleFamilyResidence,39.6957497,-104.943887
2692 S Pennsylvania St,797500,,2204,362,6250,5,3.0,Denver,CO,80210,80210,US,1963,SingleFamilyResidence,39.6678569,-104.9814147
290 W 12th Ave #303,619000,769,1584,391,,2,2.0,Denver,CO,80204,80204,US,1997,SingleFamilyResidence,39.7350859,-104.9913419
1155 N Ash St #806,448999,1084,1496,300,,3,3.0,Denver,CO,80220,80220,US,1962,SingleFamilyResidence,39.7338099,-104.9386807
3481 W 63rd Ave,515000,,1348,382,1008,2,3.0,Denver,CO,80221,80221,US,2021,SingleFamilyResidence,39.810704,-105.033242
3560 N Adams St,715000,,1536,465,6870,3,3.0,Denver,CO,80205,80205,US,1949,SingleFamilyResidence,39.7667973,-104.9484334
5800 E 13th Ave,750000,,2216,338,6250,4,3.0,Denver,CO,80220,80220,US,1953,SingleFamilyResidence,39.7366117,-104.9202504
1155 N Ash St #804,219900,507,687,320,,1,1.0,Denver,CO,80220,80220,US,1962,SingleFamilyResidence,39.7338099,-104.9386807
930 Acoma St #108,629000,690,1489,422,,2,2.0,Denver,CO,80204,80204,US,1996,SingleFamilyResidence,39.7312418,-104.9882878
1217 E 26th Ave,635000,,1334,476,,2,2.0,Denver,CO,80205,80205,US,1904,SingleFamilyResidence,39.7546236,-104.9728493
5526 Lewiston St,465000,50,1412,329,4500,2,2.0,Denver,CO,80239,80239,US,2007,SingleFamilyResidence,39.795595,-104.7976204
7877 E Mississippi Ave #604,329000,720,1194,276,,2,2.0,Denver,CO,80247,80247,US,1975,SingleFamilyResidence,39.6972635,-104.897222
3360 W 31st Ave,1185000,,2022,586,3930,4,2.0,Denver,CO,80211,80211,US,1904,SingleFamilyResidence,39.7610173,-105.0314636
1433 N Williams St #505,389900,448,919,424,,2,2.0,Denver,CO,80218,80218,US,1973,SingleFamilyResidence,39.7390518,-104.9662912
3417 Shoshone St,1196000,,3186,375,3067,4,4.0,Denver,CO,80211,80211,US,2007,SingleFamilyResidence,39.7648603,-105.0099417
4200 W 17th Ave #11,1350000,2154,2238,603,,2,3.0,Denver,CO,80204,80204,US,2017,SingleFamilyResidence,39.7437403,-105.0421924
2424 S Humboldt St,725000,,1440,503,6250,3,2.0,Denver,CO,80210,80210,US,1941,SingleFamilyResidence,39.6725371,-104.9696825
19142 E 64th Pl,424500,203,1371,310,,3,3.0,Denver,CO,80249,80249,US,2023,SingleFamilyResidence,39.8136429,-104.7646724
2955 E Dartmouth Ave,1799000,,3103,580,9300,4,5.0,Denver,CO,80210,80210,US,1959,SingleFamilyResidence,39.6601274,-104.952048
3225 Blake St #12,475000,470,866,548,,1,1.0,Denver,CO,80205,80205,US,1885,SingleFamilyResidence,39.7660926,-104.9797186
2061 S King St,439000,,1272,345,6650,3,1.0,Denver,CO,80219,80219,US,1947,SingleFamilyResidence,39.6795713,-105.033564
9612 E Arkansas Pl,499000,410,2200,227,1263,3,3.0,Denver,CO,80247,80247,US,1996,SingleFamilyResidence,39.6904863,-104.8765081
4511 Irving St,1650000,,3500,471,6066,4,4.0,Denver,CO,80211,80211,US,2024,SingleFamilyResidence,39.7782272,-105.0302437
1220 W 11th Ave,670000,150,1486,451,741,3,4.0,Denver,CO,80204,80204,US,2020,SingleFamilyResidence,39.7335538,-105.0033432
7902 E 49th Pl,817000,208,2940,278,3600,4,4.0,Denver,CO,80238,80238,US,2013,SingleFamilyResidence,39.7867389,-104.8960667
3089 W 18th Ave,370000,355,785,471,,2,1.0,Denver,CO,80204,80204,US,1948,SingleFamilyResidence,39.7453492,-105.0265885
601 W 11th Ave #518,320000,738,873,367,,2,2.0,Denver,CO,80204,80204,US,1981,SingleFamilyResidence,39.7342136,-104.995092
35 S Ogden St,1850000,,3286,563,,4,4.0,Denver,CO,80209,80209,US,2008,SingleFamilyResidence,39.7158398,-104.976076
2223 S Downing St,659000,,1798,367,5000,4,2.0,Denver,CO,80210,80210,US,1927,SingleFamilyResidence,39.6761908,-104.9737272
4320 Clayton St,428000,,817,524,3120,2,1.0,Denver,CO,80216,80216,US,1904,SingleFamilyResidence,39.776872,-104.9539275
650 S Alton Way Unit 5D,308999,765,1380,224,,2,2.0,Denver,CO,80247,80247,US,1969,SingleFamilyResidence,39.7042338,-104.8816367
2876 W 53rd Ave #111,425000,310,801,531,,2,1.0,Denver,CO,80221,80221,US,2022,SingleFamilyResidence,39.792553,-105.0235639
1265 Race St #208,300000,411,719,417,,1,1.0,Denver,CO,80206,80206,US,1969,SingleFamilyResidence,39.7363154,-104.9638469
2100 S Hooker Way,485000,,1190,408,7340,3,2.0,Denver,CO,80219,80219,US,1955,SingleFamilyResidence,39.678115,-105.0285817
3657 Pecos St,1100000,,2569,428,,4,5.0,Denver,CO,80211,80211,US,2015,SingleFamilyResidence,39.767912,-105.0067689
2525 Arapahoe St Unit RD108,609000,493,1280,476,,2,2.0,Denver,CO,80205,80205,US,2018,SingleFamilyResidence,39.7568728,-104.984521
8169 E 23rd Ave,1089000,48,4289,254,4500,5,4.0,Denver,CO,80238,80238,US,2006,SingleFamilyResidence,39.7511916,-104.8932301
741 24th St,699000,,1643,425,,2,3.0,Denver,CO,80205,80205,US,2021,SingleFamilyResidence,39.7530266,-104.9827547
2922 W 26th Ave #1,739000,500,1593,464,1301,2,4.0,Denver,CO,80211,80211,US,2016,SingleFamilyResidence,39.7546003,-105.024302
21071 Randolph Pl,475000,,1731,274,4458,3,3.0,Denver,CO,80249,80249,US,2012,SingleFamilyResidence,39.7978901,-104.7426397
4390 Zenobia St,725000,,1436,505,1165,2,3.0,Denver,CO,80212,80212,US,2020,SingleFamilyResidence,39.7762467,-105.0519212
3890 S Dayton St #303,330000,368,971,340,,1,1.0,Aurora,CO,80014,80014,US,2005,SingleFamilyResidence,39.646059,-104.875652
1827 N Grant St #1104,448000,590,902,497,,1,2.0,Denver,CO,80203,80203,US,2003,SingleFamilyResidence,39.745556,-104.983957
1488 Madison St #101,490000,362,1408,348,,2,2.0,Denver,CO,80206,80206,US,2008,SingleFamilyResidence,39.7398231,-104.9459787
2710 S Gilpin St,1250000,,,,6098,,,Denver,CO,80210,80210,US,,Accommodation,39.6673593,-104.967387
2718 N Vine,550000,,,,4791,,,Denver,CO,80205,80205,US,,Accommodation,39.7562069,-104.9619385
1722 S Beeler Ct,450000,210,,,14810,,,Denver,CO,80247,80247,US,,Accommodation,39.685343,-104.8801
7520 E 17th Ave,275000,,,,7502,,,Denver,CO,80220,80220,US,,Accommodation,39.743536,-104.90065
120 S Madison St,1025000,,,,6250,,,Denver,CO,80209,80209,US,,Accommodation,39.718336,-104.945826
4621 Vasquez Blvd,875000,,,,24700,,,Denver,CO,80216,80216,US,,Accommodation,39.7795537,-104.950055
4892 Tusk Way,800000,,3302,242,6377,5,3.5,Elk Grove,CA,95757,95757,US,2014,SingleFamilyResidence,38.3736307,-121.4461862
9078 Devon Crest Way,510000,,1485,343,4500,3,2.0,Elk Grove,CA,95624,95624,US,1998,SingleFamilyResidence,38.4493965,-121.3618776
9039 Crowley Way,785000,,2520,312,13499,4,3.0,Elk Grove,CA,95624,95624,US,1989,SingleFamilyResidence,38.4295659,-121.3791244
9076 Quail Terrace Way,799500,,2389,335,10555,4,3.0,Elk Grove,CA,95624,95624,US,1999,SingleFamilyResidence,38.4238816,-121.3626661
5419 Mariolyn Way,925000,,3500,264,7806,5,3.0,Elk Grove,CA,95757,95757,US,2005,SingleFamilyResidence,38.3809099,-121.4400615
8072 Monterey Pebble Way,843951,,3032,278,,5,4.0,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.3962359,-121.4487342
9373 Lakepoint Dr,550000,83,1225,449,6534,3,2.0,Elk Grove,CA,95758,95758,US,1999,SingleFamilyResidence,38.4174087,-121.4688285
9671 Mindoka Way,749000,,2347,319,6943,5,3.0,Elk Grove,CA,95624,95624,US,2004,SingleFamilyResidence,38.4061051,-121.3444816
9461 Foulks Ranch Dr,709995,,2085,341,6970,4,2.5,Elk Grove,CA,95758,95758,US,1987,SingleFamilyResidence,38.4137304,-121.4310873
7207 Seasons Dr,520000,,1251,416,6970,3,2.0,Elk Grove,CA,95758,95758,US,1992,SingleFamilyResidence,38.4193111,-121.4195687
8708 Elk Rdg,679000,,1862,365,10202,4,2.5,Elk Grove,CA,95624,95624,US,1976,SingleFamilyResidence,38.4060163,-121.3816507
8583 Black Kite Dr,525000,,1330,395,4513,3,2.0,Elk Grove,CA,95624,95624,US,1995,SingleFamilyResidence,38.4463496,-121.3767341
9051 Csuri St,924950,,3372,274,6848,6,4.5,Elk Grove,CA,95624,95624,US,,SingleFamilyResidence,38.4296603,-121.3594176
8952 Panamint Ct,789900,,2479,319,8742,4,3.0,Elk Grove,CA,95624,95624,US,2000,SingleFamilyResidence,38.4326499,-121.3845221
9326 Bennoel Way,550000,29,1615,341,6168,4,2.0,Elk Grove,CA,95758,95758,US,1999,SingleFamilyResidence,38.4162239,-121.4780931
8559 Banff Vista Dr,639900,,1673,382,9762,3,2.0,Elk Grove,CA,95624,95624,US,1985,SingleFamilyResidence,38.4137989,-121.3879982
9006 Lanetry Ct,559000,,1406,398,7405,3,2.0,Elk Grove,CA,95758,95758,US,1989,SingleFamilyResidence,38.4304387,-121.4488095
5201 Laguna Oaks Dr #174,334000,262,722,463,,1,1.0,Elk Grove,CA,95758,95758,US,1999,SingleFamilyResidence,38.422976,-121.4435147
9009 Levant Ct,548000,,1736,316,5776,3,2.5,Elk Grove,CA,95758,95758,US,1989,SingleFamilyResidence,38.4304423,-121.4474257
10075 Winkle Cir,800000,,2410,332,8542,3,2.5,Elk Grove,CA,95757,95757,US,2010,SingleFamilyResidence,38.398095,-121.4059734
9200 Emerald Crest Dr,564900,,1885,300,8939,3,2.0,Elk Grove,CA,95624,95624,US,1986,SingleFamilyResidence,38.4232177,-121.3852755
8225 Meadowleaf Ave,961858,,3108,309,6236,4,3.5,Elk Grove,CA,95757,95757,US,2024,SingleFamilyResidence,38.389713,-121.4030541
9709 Mountain Vista Cir,775000,,2455,316,6469,4,3.0,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.4029215,-121.4270709
10398 Christo Way,839000,,3130,268,8050,5,3.0,Elk Grove,CA,95757,95757,US,2003,SingleFamilyResidence,38.3796594,-121.4337882
9170 Lakemont Dr,499999,,1300,385,4569,3,2.0,Elk Grove,CA,95624,95624,US,1994,SingleFamilyResidence,38.4509827,-121.3595195
9340 Caulfield Dr,598000,,1716,348,6068,3,2.0,Elk Grove,CA,95758,95758,US,1996,SingleFamilyResidence,38.4186065,-121.4095345
4601 Bosal Ct,569900,,1557,366,6434,3,2.0,Elk Grove,CA,95758,95758,US,2004,SingleFamilyResidence,38.4147865,-121.4503513
9541 Sara St,569900,,1614,353,7601,3,2.0,Elk Grove,CA,95624,95624,US,1960,SingleFamilyResidence,38.4114007,-121.370281
10128 Briargrove Ct,971000,,3108,312,9148,6,4.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3889241,-121.4030896
2601 Buckminster Dr,949000,32,2381,399,8516,4,2.5,Elk Grove,CA,95758,95758,US,1999,SingleFamilyResidence,38.4215582,-121.477769
10162 Clairina Way,799900,,3249,246,6020,5,2.5,Elk Grove,CA,95757,95757,US,2004,SingleFamilyResidence,38.3866952,-121.4358899
8723 Cabra Ct,689999,,1896,364,13199,3,3.0,Elk Grove,CA,95624,95624,US,1977,SingleFamilyResidence,38.4043555,-121.3800172
6917 Rio Tejo,850000,,3073,277,5946,4,2.5,Elk Grove,CA,95757,95757,US,2006,SingleFamilyResidence,38.38554,-121.4229654
10389 Christo Way,885000,,3375,262,8050,4,3.5,Elk Grove,CA,95757,95757,US,2003,SingleFamilyResidence,38.380083,-121.4343916
9338 Emily St,569000,,1518,375,6098,3,2.0,Elk Grove,CA,95624,95624,US,1960,SingleFamilyResidence,38.4178071,-121.3750013
8264 Artemis Dr,601907,,1429,421,5409,3,2.0,Elk Grove,CA,95757,95757,US,,SingleFamilyResidence,38.3799452,-121.3960835
9646 La Nuez Dr,499900,,1855,269,8751,3,2.0,Elk Grove,CA,95624,95624,US,1971,SingleFamilyResidence,38.4069958,-121.3661874
8121 Demui Way #6104,728999,,2557,285,5301,4,2.5,Elk Grove,CA,95757,95757,US,2016,SingleFamilyResidence,38.4045476,-121.4077026
8801 Sharkey Ave,445000,,1323,336,5523,3,2.0,Elk Grove,CA,95624,95624,US,1983,SingleFamilyResidence,38.414693,-121.375917
